,Reviews,Labels,Updated_reviews
1763,best product thank you seller & daraz,1,good product thank seller daraz
1764,Amazing quality and premium product ,1,amazing quality premium product
1765,All vegetables are very nice n fresh,1,vegetable nice n fresh
1766,"
good quality and excellent services",1,good quality excellent service
1767,High n best quality in lesser rates ,1,high n good quality less rate
1768,"Good product, satisfied with quality",1,good product satisfy quality
1769,good and fresh and on time delivery,1,good fresh time delivery
1770,fresh vegetablese،recommend sellers,1,fresh vegetableserecommend seller
1771,"The product was good, as described.",1,product good describe
1772,Fresh and fast delivery by daraz. ,1,fresh fast delivery daraz
1773,Awesome vegetables and fresh items,1,awesome vegetable fresh item
1774,perfect and fresh all thanks daraz,1,perfect fresh thank daraz
1775,delivery on time with nice product,1,delivery time nice product
1776,Excellent service and good quality,1,excellent service good quality
1777,Fresh and fast delivery by daraz ,1,fresh fast delivery daraz
1778,good quality service and quality ,1,good quality service quality
1779,"Delivered fresh and clean, nice.",1,deliver fresh clean nice
1780,green green fresh fresh Cabbage,1,green green fresh fresh cabbage
1781,excellent quality nicely packed,1,excellent quality nicely pack
1782,everything is perfact and fresh,1,everything perfact fresh
1783,Fresh vegetables and economical,1,fresh vegetable economical
1784,Fresh veggies delivery on time,1,fresh veggie delivery time
1785,Always fresh and nicely packed,1,always fresh nicely pack
1786,REst everything is ok and good,1,rest everything ok good
1787,fresh vegetables recommended ,1,fresh vegetable recommend
1788,"perfect as usual, full marks",1,perfect usual full mark
1789,fresh and very good overall.,1,fresh good overall
1790,fresh fresh fresh cabbage 🥬,1,fresh fresh fresh cabbage
1791,This has NOT been delivered ,0,deliver
1792,fresh cabbage.. thanks daraz,1,fresh cabbage thank daraz
1793,"Good quality, fast delivery.",1,good quality fast delivery
1794,very fresh on time delivery,1,fresh time delivery
1795,Thanks for such fresh veges,1,thank fresh vege
1796,Very nice n fresh veggies ,1,nice n fresh veggie
1797,neat and clean vegetables,1,neat clean vegetable
1798,fresh and timely delivery,1,fresh timely delivery
1799,veg always good and fresh,1,veg always good fresh
1800,Fresh and delver on time,1,fresh delver time
1801,Full fresh every thing's,1,full fresh every thing
1802,Very nice. best quality.,1,nice good quality
1803,fresh cabbage delivered,1,fresh cabbage deliver
1804,Good quality vegetables,1,good quality vegetable
1805,fresh n timely delivery,1,fresh n timely delivery
1806,"very good, perfect buy",1,good perfect buy
1807, Awesome and recommend,1,awesome recommend
1808,Fresh and with healthy,1,fresh healthy
1809,good fresh vegetables ,1,good fresh vegetable
1810,Love it . . . Thanks!!,1,love thank
1811,nice quality and fresh,1,nice quality fresh
1812,very nice good quality,1,nice good quality
1813,fresh and good quailty,1,fresh good quailty
1814,all vegetables fresh ,1,vegetable fresh
1815,fresh neat n clean..,1,fresh neat n clean
1816,Excited very Good 😁,1,excited good
1817,"Buy it!
Good quality",1,buy good quality
1818,Everything was good,1,everything good
1819,good qualitym frezh,1,good qualitym frezh
1820,received and happy,1,receive happy
1821,Didn't get cabbage,0,do not get cabbage
1822,Cabbage was rotten,1,cabbage rotten
1823,Cabbage was rotten,0,cabbage rotten
1824,this not good 👎🏼,0,good
1825,Very  bad quality ,0,bad quality
1826,good and fresh all,1,good fresh
1827,totally satisfied,1,totally satisfied
1828,fresh like always,1,fresh like always
1829,it was very fresh,1,fresh
1830,fresh and cheaper,1,fresh cheap
1831,cabbage are good,1,cabbage good
1832,fresh vegetables,1,fresh vegetable
1833,nice fresh items,1,nice fresh item
1834,"very good, fresh",1,good fresh
1835,Good as always ,1,good always
1836,great and clean,1,great clean
1837,Fresh vegetable,1,fresh vegetable
1838,delivered fresh,1,deliver fresh
1839,fresh recieved,1,fresh recieve
1840,best as usual,1,good usual
1841,Fresh veggies,1,fresh veggie
1842,Good products,1,good product
1843,all are fresh,1,fresh
1844,great job.,1,great job
1845,Most of the potatoes are rotten and have a bad smell. I am not initiating a return but request Daraz to please have some check on those sellers who are looting their customers by sending rotten items. ,0,potato rotten bad smell initiate return request daraz please check seller loot customer send rotten item
1846,Everything was fresh and better than what’s available on the roadside carts. Shipping fees was also less and availed further discount using Visa card.,1,everything fresh better what s available roadside cart shipping fee also less availed discount use visa card
1847,"Excellent experience
received fesh Vegetables
Also avail discount
timely delivered.",1,excellent experience receive fesh vegetable also avail discount timely deliver
1848,"I have ordered red potato but received white, which are sweet and cheaper. This is cheating",0,order red potato receive white sweet cheap cheating
1849,Fresh and fast delivery by daraz. ,1,fresh fast delivery daraz
1850,fresh products and cheaper than market nice packaging and above all fast delivery ,1,fresh product cheap market nice packaging fast delivery
1851,Packing was good Timely delivered and quality was good and all items are fresh,1,pack good timely deliver quality good item fresh
1852,"it was my 3rd order from dfresh... i was overall satisfied from last 2 orders. But this time i m totally unsatisfied with the quality of products received. As clearly shown in thi pictures. the sizes of potatos and onions are very tiny. can you mark this size as a premium quality ? i dont have pictures of the Tinday... they are much tiny as well...2 3 tomatoes are rotten as shown in pics. I m really confused whether i order from you again ot not.

This is not premium at all...
",0,3rd order dfresh overall satisfied last 2 order time totally unsatisfied quality product receive clearly show thi picture size potatos onion tiny mark size premium quality do not picture tinday much tiny well2 3 tomato rotten show pic really confuse whether order ot premium
1853,Zabardast.. i prefer dfresh instead of going to vegetable friuts market..Mashallah everything is just so fresh. thnk u dfresh and i recommend this to other customer. ,1,zabardast prefer dfresh instead go vegetable friuts marketmashallah everything fresh thnk u dfresh recommend customer
1854,"Excellent experience
All products were fresh
also gave two free biscuits which is good
timely delivered also good packaging.",1,excellent experience product fresh also give two free biscuit good timely deliver also good packaging
1855,Mashallah very fresh and well packed. recommend.. quality bhi bohat achi hai.. thank you dfresh.,1,mashallah fresh well pack recommend quality bhi bohat achi hai thank dfresh
