Reviews,Labels
"fresh vegetables, fruits and eggs,
better than market 
thanks daraz",1
"Every time i got FRESH VEGETABLES with cheap price from. 
Thanks & Keep it up DARAZ.",1
Simply the best. Original products. Highly recommended. Five stars and best wishes ,1
"excellent quality vegetables very fresh perfectly packed and timely delivered 

",1
Some reason I can't took a photo but vegetable are very fresh highly recommend,1
I received 1 big flower. Not satisfied as big flowers are not good in taste. ,0
very bed experience low quality cabbage  next time I don't use darz d fresh,0
Using dfresh mart since april'20  every time  they delivered  fresh items ,1
Good service by daraz timely delivery and all subzi are very fresh👌👌👌,1
Very fresh product is delivered. Packaging was very nice. Recommended. ,1
it's in a very reasonable price less than market rate wow great daraz,1
Well packed.. quick delivery.. quality is also good.. fresh ek dam.. ,1
"Fresh and clean cabbage, neatly packed, delivery was on time, thanks",1
delivered as shown in pictures. very good quality. highly satisfied,1
Great product. Cabbages at grade B were fresh and of good quality. ,1
great service fresh vegetable. ,1
"it's just amazing. totally setisfied💕
thank u daraz and seller.",1
on time &  one good thing that the vegs were clean and fresh.. ,1
"Fresh and good quality vegetables
Delivery is also very quick",1
Band  gobhi is also good quality that's quality we required,1
Very good quality of vegetables and fruits as always 👌🏻 ,1
the qulity was too good...and the packing is also good.,1
Simply the best. Original products. Highly recommended. Five stars and best wishes ,1
VERY CHEAP PRICE AND GREAT QUALITY ( FRESH AND CRISPY),1
Good quality and next day delivery.  Will order again.,1
Good service delivered on time with reasonable price.,1
delivery on time ...Fresh vegetables thank you daraz,1
Price is quite fair as compare to the  local vendor.,1
Very well packed n' fresh as always... keep it up!!,1
Fresh fast delivery with good discount from market,1
very good quality. very fresh. satisfied as always,1
awsm quality and timely delivery.. happy customer,1
dFresh is always fresh..... keep up the good work,1
got fresh veg and fruit from the seller... thanks,1
"fresh vegetables I love them 
highly recommended ",1
Very impressive quality and fresh in good price.,1
"timely delivered ...fresh ...
highly recommended",1
Always received fresh. :) :) :) :) :) with *****,1
very satisfy fresh vegetables and fast delivery,1
"Thanks, well packed, fresh and quality product.",1
very bad quality too disappointed expensive. .,0
"very bad Cabbage 
this time all were not green",0
"Best quality
delivered on time.
fresh product.",1
"very good quality and fresh, hamesha ki tarah.",1
Thanks for providing the fresh product on time,1
"I didn't get my lady finger . u charged also
",0
charge money for 2kg tomatoes but didn't send,0
"quality is good
vegetables are fresh
like it",1
Vegetables are fresh and delivered on time. ,1
All veg were fresh and delivery was on time.,1
I ordered 1kg but i received only 1 cabbage ,0
All vegetables are fresh and good quality ,1
price is low from market with good quality,1
Very fresh vegetables and Fast delievery ,1
hmesha ki trha bilkul fresh thanks daraz,1
fresh vegetables with really good prices,1
"best quality, superb , delivered on time",1
as good as always fresh and good quality,1
"Excellent experience from daraz dfresh,",1
best product thank you seller & daraz,1
Amazing quality and premium product ,1
All vegetables are very nice n fresh,1
"
good quality and excellent services",1
High n best quality in lesser rates ,1
"Good product, satisfied with quality",1
good and fresh and on time delivery,1
fresh vegetablese،recommend sellers,1
"The product was good, as described.",1
Fresh and fast delivery by daraz. ,1
Awesome vegetables and fresh items,1
perfect and fresh all thanks daraz,1
delivery on time with nice product,1
Excellent service and good quality,1
Fresh and fast delivery by daraz ,1
good quality service and quality ,1
"Delivered fresh and clean, nice.",1
green green fresh fresh Cabbage,1
excellent quality nicely packed,1
everything is perfact and fresh,1
Fresh vegetables and economical,1
Fresh veggies delivery on time,1
Always fresh and nicely packed,1
REst everything is ok and good,1
fresh vegetables recommended ,1
"perfect as usual, full marks",1
fresh and very good overall.,1
fresh fresh fresh cabbage 🥬,1
This has NOT been delivered ,0
fresh cabbage.. thanks daraz,1
"Good quality, fast delivery.",1
very fresh on time delivery,1
Thanks for such fresh veges,1
Very nice n fresh veggies ,1
neat and clean vegetables,1
fresh and timely delivery,1
veg always good and fresh,1
Fresh and delver on time,1
Full fresh every thing's,1
Very nice. best quality.,1
fresh cabbage delivered,1
Good quality vegetables,1
fresh n timely delivery,1
"very good, perfect buy",1
 Awesome and recommend,1
Fresh and with healthy,1
good fresh vegetables ,1
Love it . . . Thanks!!,1
nice quality and fresh,1
very nice good quality,1
fresh and good quailty,1
all vegetables fresh ,1
fresh neat n clean..,1
Excited very Good 😁,1
"Buy it!
Good quality",1
Everything was good,1
good qualitym frezh,1
received and happy,1
Didn't get cabbage,0
Cabbage was rotten,1
Cabbage was rotten,0
this not good 👎🏼,0
Very  bad quality ,0
good and fresh all,1
totally satisfied,1
fresh like always,1
it was very fresh,1
fresh and cheaper,1
cabbage are good,1
fresh vegetables,1
nice fresh items,1
"very good, fresh",1
Good as always ,1
great and clean,1
Fresh vegetable,1
delivered fresh,1
fresh recieved,1
best as usual,1
Fresh veggies,1
Good products,1
all are fresh,1
great job.,1
Most of the potatoes are rotten and have a bad smell. I am not initiating a return but request Daraz to please have some check on those sellers who are looting their customers by sending rotten items. ,0
Everything was fresh and better than what’s available on the roadside carts. Shipping fees was also less and availed further discount using Visa card.,1
"Excellent experience
received fesh Vegetables
Also avail discount
timely delivered.",1
"I have ordered red potato but received white, which are sweet and cheaper. This is cheating",0
Fresh and fast delivery by daraz. ,1
fresh products and cheaper than market nice packaging and above all fast delivery ,1
Packing was good Timely delivered and quality was good and all items are fresh,1
"it was my 3rd order from dfresh... i was overall satisfied from last 2 orders. But this time i m totally unsatisfied with the quality of products received. As clearly shown in thi pictures. the sizes of potatos and onions are very tiny. can you mark this size as a premium quality ? i dont have pictures of the Tinday... they are much tiny as well...2 3 tomatoes are rotten as shown in pics. I m really confused whether i order from you again ot not.

This is not premium at all...
",0
Zabardast.. i prefer dfresh instead of going to vegetable friuts market..Mashallah everything is just so fresh. thnk u dfresh and i recommend this to other customer. ,1
"Excellent experience
All products were fresh
also gave two free biscuits which is good
timely delivered also good packaging.",1
Mashallah very fresh and well packed. recommend.. quality bhi bohat achi hai.. thank you dfresh.,1
I order laal allu 1st time and seller give me spoil allu and price is high according  allu,0
Bohot hi Achi fresh hoti hen vegetables and fruit ,1
"A few Potatoes in shipment were rotten and smelly, else they used to be good.",0
"Premium Quality potatoes, all vegetables were fresh, well packed timely delivered fully satisfied with the seller.",1
